"";"ID";"value_mortgage";"value_nonmortgage"
"2481";"818-93-4513";0;1272
"2482";"162-69-2964";0;10288
"2483";"892-29-7513";0;12225
"2484";"253-98-2676";280642;10209
"2485";"716-63-6341";0;19256
"2486";"716-38-6588";0;7958
"2487";"779-37-6265";353543;12324
"2488";"604-19-9064";0;18548
"2489";"516-65-7366";533409;6906
"2490";"502-17-7335";0;21672
"2491";"471-77-7109";0;6237
"2492";"913-26-2341";0;3859
"2493";"316-50-6096";669813;3675
"2494";"819-58-7884";0;11340
"2495";"909-45-2961";0;12657
"2496";"880-78-6643";0;7820
"2497";"913-66-4221";0;12187
"2498";"632-85-6823";0;6020
"2499";"349-41-6255";0;11073
"2500";"682-98-6258";710660;6019
"2501";"108-73-2512";307919;1501
"2502";"238-67-8009";0;27094
"2503";"974-99-3033";0;10965
"2504";"112-10-3949";0;14226
"2505";"789-72-3608";0;15224
"2506";"740-81-5791";464206;11547
"2507";"993-87-8334";0;3645
"2508";"682-19-9626";946367;7472
"2509";"884-81-8987";218198;6294
"2510";"933-37-5507";0;9911
"2511";"795-30-3421";451687;5503
"2512";"912-88-6025";380691;14050
"2513";"320-55-2065";0;31351
"2514";"195-38-5611";0;1031
"2515";"130-19-3669";0;15682
"2516";"518-27-4858";0;10369
"2517";"354-16-8956";0;14491
"2518";"682-26-2570";680481;2827
"2519";"518-94-6755";0;7789
"2520";"388-35-2618";0;7751
"2521";"542-62-3679";0;3665
"2522";"481-86-7236";0;4220
"2523";"806-56-4409";876329;13177
"2524";"875-72-7849";763976;8385
"2525";"335-53-3030";0;3052
"2526";"207-54-5883";0;1656
"2527";"445-81-3582";403987;13975
"2528";"885-93-1966";0;4393
"2529";"694-66-6606";0;3818
"2530";"488-72-5142";0;8050
"2531";"877-20-6887";385114;15003
"2532";"442-87-8686";0;1637
"2533";"268-30-6258";493922;5410
"2534";"754-23-5518";997263;39407
"2535";"624-12-9105";492561;18838
"2536";"781-66-3692";111589;16145
"2537";"380-51-6383";0;24091
"2538";"245-20-7707";0;4722
"2539";"527-64-5791";0;14618
"2540";"701-53-5054";0;10806
"2541";"613-23-8071";0;29271
"2542";"669-51-6725";346610;20064
"2543";"124-29-4238";0;1031
"2544";"293-50-5397";0;10192
"2545";"374-55-2732";0;22274
"2546";"851-95-2844";0;902
"2547";"409-21-4093";0;6947
"2548";"788-44-5382";334203;17825
"2549";"720-67-7786";0;10465
"2550";"814-93-8641";0;6398
"2551";"530-79-8553";515891;7993
"2552";"522-50-2015";0;29370
"2553";"952-75-3072";0;3338
"2554";"107-65-5540";0;5596
"2555";"733-95-1603";419144;14667
"2556";"705-16-3459";268147;7413
"2557";"700-26-5535";385507;3303
"2558";"991-77-4971";564287;16464
"2559";"590-93-9618";285130;24929
"2560";"964-71-7824";0;12510
"2561";"192-67-5486";0;12974
"2562";"190-32-9298";332970;2801
"2563";"747-62-2511";0;5186
"2564";"484-31-6776";110592;4697
"2565";"441-58-1124";0;5159
"2566";"143-75-7498";0;7231
"2567";"785-76-4514";560662;9136
"2568";"188-73-2628";507400;1217
"2569";"244-47-7068";424925;23866
"2570";"785-55-1981";290786;17002
"2571";"834-62-3081";0;12778
"2572";"980-60-8635";0;4823
"2573";"487-50-1152";613254;16503
"2574";"780-39-2743";0;14594
"2575";"755-44-4395";697796;10148
"2576";"765-79-3126";419047;25535
"2577";"724-93-9334";0;986
"2578";"358-69-1570";663381;955
"2579";"164-67-9336";0;9064
"2580";"196-77-1124";0;9596
"2581";"398-49-7712";430878;12901
"2582";"358-35-8499";0;4228
"2583";"451-46-7573";70002;7979
"2584";"849-44-3177";0;13316
"2585";"538-15-8578";0;1435
"2586";"324-21-8466";0;39557
"2587";"718-51-2834";0;16156
"2588";"193-88-2970";0;9743
"2589";"725-43-8032";0;6835
"2590";"845-91-3664";0;12868
"2591";"827-12-9146";0;8872
"2592";"603-19-7059";0;13799
"2593";"543-69-3284";0;16869
"2594";"699-91-3789";0;2052
"2595";"151-82-3871";0;17964
"2596";"461-31-8473";0;3860
"2597";"596-79-6352";0;9717
"2598";"841-75-8418";590958;4957
"2599";"573-62-7960";159422;4798
"2600";"527-38-6581";0;5998
"2601";"885-29-6128";0;9093
"2602";"558-84-4185";204454;10802
"2603";"155-74-4676";218872;4133
"2604";"373-12-2793";0;1779
"2605";"738-89-4645";392958;17008
"2606";"480-98-7062";0;2088
"2607";"244-40-9835";346736;17380
"2608";"574-59-8521";0;4124
"2609";"106-21-7817";0;3629
"2610";"952-27-6089";0;14038
"2611";"927-34-6052";0;6610
"2612";"694-88-3026";0;9383
"2613";"997-34-9802";0;10084
"2614";"448-33-5075";0;7633
"2615";"423-56-4932";0;6430
"2616";"843-90-5852";0;8848
"2617";"395-81-4049";0;13043
"2618";"256-21-2961";0;3741
"2619";"460-75-5614";0;5572
"2620";"864-28-3506";0;2130
"2621";"262-63-1808";0;1253
"2622";"599-60-6187";0;9185
"2623";"916-78-4381";0;4232
"2624";"590-61-9555";0;11193
"2625";"709-38-1276";603311;7640
"2626";"395-14-3055";282950;3882
"2627";"849-67-5413";0;7116
"2628";"235-33-1102";744147;6896
"2629";"899-15-8114";0;9789
"2630";"366-41-8545";521294;11615
"2631";"637-56-2577";0;8265
"2632";"661-35-6756";0;21020
"2633";"265-91-9311";0;4386
"2634";"499-52-4541";0;1314
"2635";"436-11-9692";381635;78
"2636";"657-96-3551";0;20921
"2637";"979-30-4765";607777;12808
"2638";"721-13-7975";0;11199
"2639";"997-49-9535";464052;5938
"2640";"261-83-8095";0;13351
"2641";"596-57-4028";0;1224
"2642";"919-71-8773";0;1284
"2643";"522-70-2502";0;6218
"2644";"630-34-8282";0;15511
"2645";"738-74-7705";0;9281
"2646";"326-95-2058";0;6165
"2647";"583-88-5371";619769;12712
"2648";"590-75-7242";0;3056
"2649";"365-42-9409";0;1425
"2650";"916-86-9958";0;8145
"2651";"412-16-9803";367741;909
"2652";"939-61-6157";0;4304
"2653";"153-44-1562";371180;9791
"2654";"578-21-7739";563181;4533
"2655";"496-39-4846";0;6026
"2656";"900-16-7371";550408;15249
"2657";"255-82-2799";0;1682
"2658";"881-86-7587";0;18856
"2659";"227-25-6610";0;5896
"2660";"461-33-9529";0;3095
"2661";"713-94-8996";0;3764
"2662";"115-76-1449";0;7426
"2663";"713-86-1452";0;18991
"2664";"131-98-9273";670105;6194
"2665";"759-48-8049";0;12739
"2666";"885-22-4206";0;9418
"2667";"163-77-7333";0;4055
"2668";"349-83-1444";430032;3412
"2669";"812-34-4163";0;10117
"2670";"691-18-4372";0;6650
"2671";"798-28-3781";0;25410
"2672";"887-49-2603";0;17650
"2673";"163-20-9890";319356;11426
"2674";"554-43-4002";0;5390
"2675";"136-16-9050";0;17813
"2676";"116-52-1336";0;23560
"2677";"288-23-9444";0;12987
"2678";"843-80-8869";0;4708
"2679";"938-52-2787";0;1622
"2680";"133-43-9568";0;10557
"2681";"700-98-7344";0;15368
"2682";"907-26-4573";0;3469
"2683";"974-44-7535";0;25117
"2684";"362-31-3790";0;15866
"2685";"666-65-8439";0;10650
"2686";"269-37-7896";0;9277
"2687";"733-51-5872";0;3205
"2688";"901-57-6472";0;7805
"2689";"837-51-8312";0;5390
"2690";"978-90-7119";0;10016
"2691";"991-29-6096";0;2671
"2692";"307-50-9460";0;9339
"2693";"486-24-4160";635461;5680
"2694";"907-31-4654";386102;9796
"2695";"625-84-6369";0;11425
"2696";"809-35-1111";0;2716
"2697";"758-81-5144";0;7812
"2698";"137-39-3288";0;5209
"2699";"193-41-7586";578447;2902
"2700";"428-90-3527";0;10669
"2701";"360-98-2215";0;7911
"2702";"625-42-3509";0;15742
"2703";"500-68-8000";0;12087
"2704";"374-72-4926";0;11156
"2705";"606-24-1260";786876;18004
"2706";"909-14-2395";0;7024
"2707";"988-27-4987";0;3278
"2708";"962-58-5008";751708;2973
"2709";"895-63-6351";411733;4621
"2710";"985-59-1860";221915;23105
"2711";"217-32-1858";0;14972
"2712";"898-56-8238";0;7307
"2713";"627-23-1128";0;17284
"2714";"534-53-1307";0;6786
"2715";"253-99-8150";0;9767
"2716";"758-88-9801";0;7759
"2717";"295-68-3919";0;6934
"2718";"921-44-4975";0;16580
"2719";"631-28-7330";0;6267
"2720";"826-28-2121";575184;14814
"2721";"310-38-5057";0;5493
"2722";"786-83-8530";364338;3840
"2723";"475-98-2219";0;11783
"2724";"404-67-9228";913628;3063
"2725";"792-90-9504";0;1631
"2726";"842-15-2260";0;17191
"2727";"763-47-3117";759003;4789
"2728";"330-92-9503";156881;18243
"2729";"588-21-2744";0;419
"2730";"986-22-6399";0;6132
"2731";"555-84-2312";915450;21125
"2732";"274-58-1376";405568;8730
"2733";"504-42-4083";495659;7801
"2734";"850-78-9578";0;3441
"2735";"959-55-5085";403757;11107
"2736";"939-24-9089";0;15030
"2737";"295-72-3386";0;9844
"2738";"204-72-6486";571046;9626
"2739";"261-19-3914";506234;4332
"2740";"458-43-2514";291356;29139
"2741";"237-13-7541";0;11460
"2742";"920-24-2221";0;3496
"2743";"496-23-2112";279827;36589
"2744";"831-21-3672";0;9047
"2745";"522-18-6948";0;10045
"2746";"188-81-4727";479479;14386
"2747";"744-60-7713";507834;4573
"2748";"312-94-7324";632260;9855
"2749";"860-10-6280";594597;7785
"2750";"108-70-3774";0;2953
"2751";"312-86-8052";0;17095
"2752";"237-79-4977";392488;4892
"2753";"414-33-6433";799662;15114
"2754";"660-46-5012";0;5412
"2755";"707-56-5575";0;2824
"2756";"329-78-6470";0;11355
"2757";"132-70-3232";658126;18425
"2758";"239-41-9079";0;29027
"2759";"474-71-7770";694095;11753
"2760";"139-90-9835";0;16654
"2761";"580-62-8601";426497;3360
"2762";"198-59-6599";0;8074
"2763";"227-59-9172";0;3728
"2764";"841-49-3526";0;11981
"2765";"291-62-3360";0;12685
"2766";"478-70-1113";0;2497
"2767";"391-93-2839";371014;14188
"2768";"638-98-5140";634326;17716
"2769";"382-35-9142";0;2702
"2770";"868-87-8002";0;3192
"2771";"939-43-3944";0;3489
"2772";"869-89-9510";0;15476
"2773";"553-66-5022";0;27612
"2774";"567-34-3430";547258;444
"2775";"403-30-9673";0;7091
"2776";"590-53-2687";0;6938
"2777";"495-98-4010";0;3144
"2778";"644-90-3611";0;18954
"2779";"934-39-9351";0;15882
"2780";"968-95-8111";0;15559
"2781";"776-29-5468";445848;6400
"2782";"427-28-2985";418148;6441
"2783";"755-34-3615";0;1091
"2784";"652-77-7850";301603;1621
"2785";"678-40-3155";0;6783
"2786";"699-70-3774";479965;17615
"2787";"794-90-2655";0;8321
"2788";"327-52-4217";0;2988
"2789";"531-44-6243";0;19601
"2790";"746-76-7546";0;5545
"2791";"277-42-6380";894238;6079
"2792";"528-57-3861";0;8583
"2793";"441-85-5445";0;6220
"2794";"582-49-9466";0;9512
"2795";"155-53-1728";0;8586
"2796";"947-61-3397";0;18615
"2797";"326-16-7299";0;7761
"2798";"980-43-3010";0;10575
"2799";"766-37-7679";0;8815
"2800";"492-49-4815";0;11952
"2801";"483-58-7810";0;3525
"2802";"989-84-8862";0;3404
"2803";"131-55-8255";783457;9334
"2804";"342-27-3397";0;18942
"2805";"248-28-6657";0;7813
"2806";"306-65-4590";387503;21746
"2807";"572-20-5626";530715;22668
"2808";"754-30-9161";0;2505
"2809";"427-59-6245";0;9076
"2810";"686-99-9232";0;4730
"2811";"295-32-9799";0;10096
"2812";"581-98-3029";0;17636
"2813";"953-60-2572";0;18121
"2814";"347-52-8047";0;5044
"2815";"119-71-4890";0;16079
"2816";"192-43-1367";0;16636
"2817";"220-90-1602";0;11667
"2818";"317-36-2173";0;20905
"2819";"683-69-5908";463836;4737
"2820";"923-31-9561";0;2540
"2821";"536-90-6357";0;11805
"2822";"322-11-9415";314645;24866
"2823";"568-95-8905";0;17063
"2824";"750-83-8641";0;7962
"2825";"658-19-4984";1103107;2866
"2826";"911-82-2247";0;15497
"2827";"375-28-8638";0;7349
"2828";"957-18-8824";0;24771
"2829";"182-67-9360";372875;595
"2830";"473-83-6366";421135;5111
"2831";"821-16-7581";0;4483
"2832";"938-56-1083";0;2437
"2833";"299-69-2632";0;16321
"2834";"522-27-7699";0;6619
"2835";"359-28-6933";0;20008
"2836";"878-10-2889";474618;7080
"2837";"238-59-8227";702421;2078
"2838";"796-23-2605";0;3555
"2839";"764-19-7357";0;4407
"2840";"340-58-8944";0;2735
"2841";"398-51-7787";308743;6773
"2842";"233-27-1414";608400;5797
"2843";"783-52-3626";657178;18126
"2844";"166-24-3837";0;7038
"2845";"624-73-1301";0;29507
"2846";"689-23-5067";0;11800
"2847";"566-28-5509";401579;4997
"2848";"566-87-6017";549059;2364
"2849";"926-46-9501";0;7601
"2850";"928-48-1475";0;9218
"2851";"919-50-6352";0;10595
"2852";"520-64-1115";177762;7094
"2853";"518-42-7432";0;3504
"2854";"668-92-6406";0;7367
"2855";"237-40-3526";0;9725
"2856";"451-98-2226";0;12718
"2857";"762-18-6705";200226;10684
"2858";"103-47-2162";0;3435
"2859";"705-20-9363";0;21991
"2860";"962-86-7471";0;11705
"2861";"863-34-6164";375252;5952
"2862";"339-43-6206";0;5749
"2863";"113-73-6939";0;5472
"2864";"558-41-8044";460803;6937
"2865";"193-27-5735";430322;9636
"2866";"646-91-5362";0;14600
"2867";"239-28-4860";0;2920
"2868";"489-54-9141";0;10190
"2869";"242-83-1245";0;20690
"2870";"604-42-3376";0;5654
"2871";"766-85-6615";0;6833
"2872";"766-41-7949";0;13541
"2873";"172-91-7041";0;17851
"2874";"556-73-1391";0;10384
"2875";"570-13-8787";0;1516
"2876";"657-90-3204";413212;7256
"2877";"178-34-1503";0;9753
"2878";"198-13-3081";212098;8215
"2879";"826-83-4568";0;1782
"2880";"907-17-2815";0;9012
"2881";"235-55-9578";0;13775
"2882";"658-33-9418";0;600
"2883";"410-49-5093";0;12750
"2884";"701-87-5365";408573;6367
"2885";"113-37-3017";0;31983
"2886";"903-11-3010";0;18631
"2887";"781-78-3539";0;3243
"2888";"497-22-8276";0;16378
"2889";"865-50-1753";323013;7656
"2890";"859-22-1842";0;7515
"2891";"495-59-9540";0;9678
"2892";"806-13-7286";0;25458
"2893";"596-87-3849";0;23359
"2894";"428-93-7988";0;16577
"2895";"565-17-7468";0;14092
"2896";"562-40-5897";0;8417
"2897";"797-92-7596";396516;16072
"2898";"850-82-2408";0;7371
"2899";"689-48-4757";0;3664
"2900";"471-87-5161";339118;4074
"2901";"718-62-1518";568655;1779
"2902";"667-18-1570";0;6838
"2903";"785-91-9836";454264;7914
"2904";"291-94-8499";0;6371
"2905";"782-99-9632";0;4818
"2906";"199-62-7911";0;21039
"2907";"565-25-8848";0;4657
"2908";"310-50-1694";0;7598
"2909";"120-71-5860";0;17272
"2910";"261-38-8475";0;4915
"2911";"233-65-5385";412832;3280
"2912";"417-92-4435";0;5562
"2913";"845-37-8004";0;17564
"2914";"660-61-4346";0;8719
"2915";"187-97-4388";419841;6590
"2916";"139-77-3942";352113;24944
"2917";"834-34-7575";0;11639
"2918";"920-37-5422";0;22613
"2919";"637-46-4338";769340;29085
"2920";"349-58-3754";0;8351
"2921";"765-91-8157";0;4464
"2922";"142-69-4407";0;28659
"2923";"803-69-8697";427996;2113
"2924";"935-71-4199";0;18819
"2925";"214-44-7781";0;7350
"2926";"841-58-6926";0;4271
"2927";"642-65-4775";495854;12290
"2928";"109-43-3147";313333;10860
"2929";"873-39-2929";0;39381
"2930";"338-10-9650";0;8780
"2931";"240-98-8051";0;20738
"2932";"399-86-2223";0;32061
"2933";"952-83-9490";0;30893
"2934";"935-90-4667";0;7842
"2935";"385-54-7649";0;15811
"2936";"763-49-1547";671332;889
"2937";"298-58-6773";0;9471
"2938";"415-38-3808";0;2010
"2939";"150-43-2052";0;38435
"2940";"810-39-8099";0;21042
"2941";"213-50-3190";0;3698
"2942";"987-44-7433";587278;14921
"2943";"188-32-8511";728043;2190
"2944";"452-19-4822";0;4496
"2945";"941-87-8399";0;8581
"2946";"191-76-1713";333419;9228
"2947";"510-64-4761";0;21591
"2948";"321-16-2299";0;5617
"2949";"769-16-1503";0;9017
"2950";"400-84-6851";0;17613
"2951";"543-28-6975";120302;3252
"2952";"305-26-4187";0;7010
"2953";"536-31-7248";208586;17492
"2954";"695-14-3593";157888;2920
"2955";"620-48-6744";0;13387
"2956";"406-37-1556";674107;17233
"2957";"435-37-3304";0;2160
"2958";"875-66-7059";184143;6961
"2959";"305-83-7339";0;5681
"2960";"701-85-7480";0;3558
"2961";"755-17-6013";581735;9310
"2962";"553-33-5424";168022;7529
"2963";"143-94-7729";0;7236
"2964";"273-44-6886";285937;19772
"2965";"184-41-2393";0;8879
"2966";"403-55-9827";260754;17707
"2967";"270-28-7520";0;8509
"2968";"368-97-4096";342567;20887
"2969";"958-37-9625";282114;4942
"2970";"301-37-3359";0;6486
"2971";"752-26-2454";0;11437
"2972";"243-48-6769";0;6318
"2973";"758-30-3055";0;24358
"2974";"803-17-4437";0;7998
"2975";"773-34-3579";0;7375
"2976";"218-31-5284";291759;3005
"2977";"624-84-8269";0;2038
"2978";"874-43-6072";440790;12340
"2979";"318-47-1448";0;5065
"2980";"866-83-2611";0;5018
"2981";"732-79-5829";0;7981
"2982";"569-79-4729";881154;23734
"2983";"431-92-9695";0;20904
"2984";"133-61-4008";276367;11119
"2985";"861-61-3967";0;15565
"2986";"801-22-9829";663442;14791
"2987";"782-22-7043";0;5602
"2988";"232-33-1061";0;9988
"2989";"754-33-2304";0;1874
"2990";"685-91-3614";0;4164
"2991";"344-13-9098";0;2458
"2992";"572-82-9841";0;1399
"2993";"843-53-4266";0;8866
"2994";"829-34-9202";0;19441
"2995";"955-29-3212";0;12564
"2996";"475-31-3989";0;17404
"2997";"422-41-4267";592892;14807
"2998";"716-85-5336";0;10262
"2999";"624-20-2219";789109;26681
"3000";"144-14-7006";422145;8098
"3001";"400-34-6514";0;5198
"3002";"288-49-8290";880307;17351
"3003";"438-84-4003";622425;17948
"3004";"614-45-4997";0;26090
"3005";"849-31-4827";796624;4551
"3006";"463-16-8249";0;2443
"3007";"825-87-1208";0;12956
"3008";"471-13-5518";0;7668
"3009";"338-32-5507";0;5970
"3010";"620-69-3819";0;2677
"3011";"787-14-4494";573299;1540
"3012";"997-17-4303";0;21499
"3013";"700-20-5593";0;2417
"3014";"412-30-2962";0;15036
"3015";"280-54-8616";0;10701
"3016";"290-48-5927";0;1573
"3017";"952-73-4245";0;12183
"3018";"214-82-4622";59179;4017
"3019";"379-29-6591";352226;11345
"3020";"706-63-3490";0;21980
"3021";"706-92-5222";0;18702
"3022";"293-24-6699";0;3276
"3023";"251-14-3860";822071;8429
"3024";"800-65-2700";0;1640
"3025";"653-98-8950";0;5251
"3026";"626-78-2219";0;11426
"3027";"227-28-7722";0;4702
"3028";"417-39-4763";0;18939
"3029";"721-81-6495";0;8090
"3030";"144-74-3652";0;3198
"3031";"579-74-2636";0;9219
"3032";"419-83-1696";458707;6013
"3033";"530-93-7159";289973;4516
"3034";"882-54-8212";0;4547
"3035";"625-47-1470";625604;3332
"3036";"424-72-5266";499537;13706
"3037";"668-96-8144";0;2038
"3038";"812-91-4086";0;467
"3039";"758-41-3356";0;6340
"3040";"638-68-1631";0;2425
"3041";"895-44-7221";0;5990
"3042";"812-46-8805";355265;7228
"3043";"232-84-9922";0;22663
"3044";"586-17-8953";0;9865
"3045";"109-69-4213";0;10862
"3046";"659-91-4304";0;19418
"3047";"987-21-6422";0;5609
"3048";"247-77-2559";0;17316
"3049";"937-33-2676";0;9478
"3050";"607-37-8218";0;16359
"3051";"178-38-4713";252832;22812
"3052";"323-26-1323";0;10918
"3053";"714-43-7034";0;3170
"3054";"824-55-9955";208846;8421
"3055";"548-36-2781";0;20657
"3056";"480-94-6205";0;11072
"3057";"977-18-5489";0;11116
"3058";"546-17-8443";0;8783
"3059";"295-76-4468";0;7708
"3060";"410-83-9312";0;8030
"3061";"168-14-9665";0;5178
"3062";"102-42-3662";0;12520
"3063";"833-34-1975";0;10247
"3064";"605-74-2118";0;5083
"3065";"231-20-8183";0;7163
"3066";"746-85-8966";0;2413
"3067";"855-70-3885";0;7310
"3068";"682-52-3275";645758;15158
"3069";"645-66-8854";225648;11898
"3070";"319-32-1250";0;7995
"3071";"792-61-4107";0;4320
"3072";"106-50-5921";0;9839
"3073";"903-21-7964";0;4965
"3074";"142-24-2411";0;6503
"3075";"501-28-2868";0;18056
"3076";"522-72-8760";0;7459
"3077";"448-10-2846";0;13536
"3078";"800-11-1835";0;6462
"3079";"473-44-3872";0;7216
"3080";"656-40-8540";0;3350
"3081";"945-70-4127";881622;2637
"3082";"549-89-6191";809001;3257
"3083";"340-90-5838";0;9233
"3084";"373-53-1553";0;6589
"3085";"601-16-8298";324965;13903
"3086";"258-64-2064";564302;11688
"3087";"697-36-2165";339359;3096
"3088";"794-79-3238";0;34126
"3089";"984-40-1301";0;6816
"3090";"560-48-1322";328666;12862
"3091";"482-67-2459";596130;21371
"3092";"190-19-9604";203448;7659
"3093";"132-53-6204";0;10373
"3094";"381-43-2604";0;12578
"3095";"212-85-2498";0;3692
"3096";"243-76-4257";0;2172
"3097";"986-29-2354";547790;3031
"3098";"877-84-5111";0;9835
"3099";"285-42-5662";0;3482
"3100";"651-42-1589";423974;8082
"3101";"694-75-8576";0;15550
"3102";"237-20-2723";308385;17121
"3103";"472-92-7115";537044;4295
"3104";"319-58-1129";0;1669
"3105";"689-37-4425";0;4014
"3106";"680-16-7314";554290;9391
"3107";"964-40-3527";0;30260
"3108";"959-87-8392";0;21153
"3109";"721-83-3412";0;7014
"3110";"692-63-8698";0;3961
"3111";"543-93-8298";754474;3122
"3112";"521-66-8383";0;2617
"3113";"249-25-8285";0;1804
"3114";"251-63-9781";285097;9117
"3115";"661-44-1753";0;9491
"3116";"566-67-7515";0;8223
"3117";"823-62-8609";366042;2232
"3118";"253-74-4004";164047;4471
"3119";"102-81-2600";274441;23837
"3120";"585-69-2186";0;8439
"3121";"572-70-3235";0;17677
"3122";"205-84-5906";0;4591
"3123";"817-12-1562";274946;5892
"3124";"374-19-9513";252932;19872
"3125";"144-23-4547";0;7673
"3126";"905-47-8800";0;6432
"3127";"743-20-9924";0;17545
"3128";"981-12-2991";586178;11081
"3129";"493-47-6226";0;4760
"3130";"912-69-6064";0;5503
"3131";"123-85-7065";795945;4058
"3132";"596-26-6429";0;3493
"3133";"905-75-7126";0;6636
"3134";"424-26-7317";245245;8790
"3135";"385-79-1125";676436;6712
"3136";"751-99-4826";0;5032
"3137";"770-86-7354";0;5081
"3138";"366-11-8009";333525;19896
"3139";"582-71-1791";597908;8262
"3140";"850-64-5692";0;12585
"3141";"497-54-1489";0;3998
"3142";"843-14-6699";627676;14095
"3143";"593-72-4742";0;12152
"3144";"377-95-9273";943145;8175
"3145";"363-72-8791";192968;4947
"3146";"196-72-2320";0;8284
"3147";"148-59-6085";0;6480
"3148";"333-77-5633";0;13008
"3149";"195-60-5044";602662;3971
"3150";"594-16-5052";0;741
"3151";"386-92-9915";0;14561
"3152";"341-58-3319";0;7570
"3153";"917-19-5570";0;6032
"3154";"286-35-3698";0;17854
"3155";"341-56-7202";877829;6620
"3156";"812-46-6803";327331;8735
"3157";"843-94-8100";0;8271
"3158";"478-11-6686";314447;11107
"3159";"806-12-3211";0;1841
"3160";"533-13-8898";674816;8552
"3161";"545-31-3026";0;4271
"3162";"864-46-7524";0;2892
"3163";"141-85-9109";0;8197
"3164";"739-73-8371";0;11938
"3165";"835-30-6691";541211;14188
"3166";"809-89-6402";0;5531
"3167";"411-67-8991";764569;6731
"3168";"998-22-8972";121550;18286
"3169";"970-19-5314";368084;3157
"3170";"275-69-6038";0;4150
"3171";"946-91-6115";0;10651
"3172";"329-49-3543";0;6143
"3173";"928-93-9815";0;26211
"3174";"388-44-2581";1091321;11176
"3175";"640-94-2564";0;3412
"3176";"141-15-4459";0;18892
"3177";"798-44-9684";825137;20647
"3178";"452-35-3908";0;13653
"3179";"533-33-1989";0;12076
"3180";"757-35-5617";0;13584
"3181";"248-26-6941";547795;9565
"3182";"620-29-8703";0;5354
"3183";"703-94-8575";0;4941
"3184";"214-49-2249";354503;16229
"3185";"749-92-8256";0;20529
"3186";"149-78-9608";286752;18005
"3187";"236-79-5951";0;16719
"3188";"975-54-3316";0;8880
"3189";"382-41-8716";0;2921
"3190";"298-44-3572";550679;2432
"3191";"897-37-4470";0;24795
"3192";"244-38-1576";0;9453
"3193";"872-41-5181";0;22274
"3194";"497-39-3175";0;2918
"3195";"249-68-7171";67616;3801
"3196";"471-79-9367";797194;5811
"3197";"567-74-3065";466735;3036
"3198";"760-96-9356";0;7166
"3199";"154-32-5633";603936;702
"3200";"377-76-5112";559774;22757
"3201";"791-99-4424";0;4219
"3202";"356-64-5507";0;4951
"3203";"246-43-6505";0;7940
"3204";"695-78-3250";0;14921
"3205";"970-70-7082";168536;24433
"3206";"485-20-3413";0;7561
"3207";"466-92-9371";611841;8003
"3208";"887-39-7775";323364;11880
"3209";"122-69-6897";0;3821
"3210";"385-20-9925";0;4921
"3211";"784-42-7244";0;32251
"3212";"975-47-4720";249503;2292
"3213";"454-61-2087";0;18551
"3214";"458-25-9262";0;10417
"3215";"396-36-6580";0;2676
"3216";"139-56-9643";0;5618
"3217";"813-79-5291";0;11954
"3218";"420-61-7887";0;3877
"3219";"984-44-2963";725614;22824
"3220";"718-91-1992";0;12935
"3221";"883-41-5962";0;2844
"3222";"432-94-3559";0;814
"3223";"825-52-2030";122341;7674
"3224";"496-27-6909";495537;14690
"3225";"547-22-5919";0;9610
"3226";"121-32-6017";0;2737
"3227";"945-64-6326";746538;16157
"3228";"697-41-9422";0;7247
"3229";"179-41-7798";0;9123
"3230";"476-18-7550";0;16130
"3231";"786-92-2648";193852;1418
"3232";"496-33-4762";494693;7065
"3233";"592-27-6979";359853;8374
"3234";"974-25-5353";0;12813
"3235";"900-87-8853";0;6487
"3236";"577-12-4281";0;2036
"3237";"647-36-1060";153419;9444
"3238";"524-90-2475";0;13664
"3239";"441-61-1187";372535;6358
"3240";"583-74-1845";0;7436
"3241";"526-27-7976";0;3178
"3242";"600-10-7095";558110;8331
"3243";"427-36-4181";694779;3950
"3244";"389-26-8463";0;5372
"3245";"777-38-3399";0;2635
"3246";"774-73-6933";391255;8569
"3247";"305-95-5618";0;1949
"3248";"552-47-7480";0;8910
"3249";"304-14-8519";0;6870
"3250";"734-51-1018";0;7598
"3251";"196-10-6527";0;17085
"3252";"915-52-7684";0;19866
"3253";"773-96-9477";0;11476
"3254";"209-43-2412";0;5356
"3255";"462-44-9016";0;12437
"3256";"511-35-5028";0;6708
"3257";"494-90-9890";367203;3159
"3258";"915-53-1586";0;2647
"3259";"120-39-3215";0;8634
"3260";"707-65-3686";0;13241
"3261";"765-44-9902";0;18354
"3262";"719-45-7226";0;12133
"3263";"798-26-1449";0;688
"3264";"458-56-4797";215545;12047
"3265";"107-61-3207";0;14843
"3266";"426-15-7935";134481;14770
"3267";"973-90-7219";0;3906
"3268";"119-45-6226";0;24548
"3269";"563-10-1793";372371;16874
"3270";"158-78-4387";0;3895
"3271";"461-68-7660";0;3834
"3272";"328-44-7121";0;7023
"3273";"461-84-7500";223937;15514
"3274";"433-97-3649";458722;15944
"3275";"374-20-5831";493279;9205
"3276";"885-11-8241";0;6189
"3277";"736-49-9981";0;13471
"3278";"449-84-3719";0;13595
"3279";"904-46-1041";0;9899
"3280";"637-54-7390";0;5263
"3281";"270-69-3166";975618;2870
"3282";"262-76-5976";397774;24553
"3283";"810-30-5441";0;4037
"3284";"196-24-2755";0;6780
"3285";"881-78-2739";0;3043
"3286";"984-31-7208";0;11353
"3287";"928-93-1899";0;6060
"3288";"397-98-8700";461966;14801
