"";"name";"ID";"agreement_start";"creditcardnr";"default";"date_of_default"
"3790";"Nicholas Sporer";"507-34-3981";1993-10-04;"8163-1047-3514-6235";0;NA
"3791";"Josiah Effertz";"981-40-8229";1999-10-02;"9987-2263-7495-4689";1;"2011-03-18"
"3792";"Lessie Kiehn";"223-38-8496";1999-08-11;"4581-8854-4027-6502";1;"2020-05-21"
"3793";"Marcela Sanford";"616-88-1887";1996-08-18;"7393-6341-5211-1262";0;NA
"3794";"Thurman Hodkiewicz";"127-27-8157";1992-05-24;"5118-9605-1707-3835";0;NA
"3795";"Maren Turner";"903-72-3989";1992-11-11;"7217-6563-3280-2639";1;"2005-04-20"
"3796";"Ricky Crist";"182-89-4161";2001-07-31;"4772-6404-8334-8419";0;NA
"3797";"Deborah Christiansen";"456-12-4827";1992-12-13;"2046-6927-1049-8930";0;NA
"3798";"Mohammad Ernser";"830-10-3631";1994-02-03;"5111-4741-8141-4683";1;"2016-06-18"
"3799";"Cassey Bradtke";"221-51-9248";1993-06-21;"9235-3693-4351-3600";0;NA
"3800";"Oliver Roob";"381-31-2854";1997-05-10;"8212-7899-4202-7277";0;NA
"3801";"Leopoldo Marquardt";"149-58-8509";1993-12-04;"4497-8670-3152-9065";1;"2005-01-14"
"3802";"Cortney Jewess";"581-48-2920";1999-10-12;"6803-6413-5633-4274";1;"2008-01-28"
"3803";"Yasmin McDermott";"396-95-6427";1993-11-03;"3210-1003-8074-8629";0;NA
"3804";"Celesta Dickinson";"978-25-1527";2000-04-04;"5802-6394-3221-8095";0;NA
"3805";"Jonathon Ryan";"856-38-6285";2001-12-04;"5726-5993-8870-6778";0;NA
"3806";"Maryanna Kunze";"697-40-3959";1992-07-05;"2146-9531-7358-6815";1;"2020-01-13"
"3807";"Donya Frami";"907-50-9735";1990-08-06;"6668-8635-4217-1914";1;"2012-01-05"
"3808";"Krishna Mertz";"245-69-6507";1991-06-16;"9130-4976-7953-3739";0;NA
"3809";"Regine Raynor";"704-48-7579";1997-03-14;"6304-4801-6039-9219";0;NA
"3810";"Willia Stark";"196-52-8240";1995-04-07;"5381-8517-3396-2110";0;NA
"3811";"Loida Herzog";"142-96-9529";1992-10-26;"5487-6616-9439-6371";0;NA
"3812";"Morgan Ferry";"877-63-8663";1991-12-06;"3031-9565-9392-4608";0;NA
"3813";"Fran D'Amore";"626-80-3288";2000-03-29;"6183-9360-5348-7908";1;"2017-12-06"
"3814";"Oscar Mann";"100-48-4032";2002-09-03;"5027-6808-5778-6514";0;NA
"3815";"Arlen Herzog";"779-46-5207";2003-09-02;"3263-6886-9184-8454";1;"2020-07-05"
"3816";"Adolph Ondricka";"972-45-5787";1997-01-15;"2982-1367-9290-5653";0;NA
"3817";"Jame Will";"131-93-4127";1996-01-14;"5313-1675-1084-8993";1;"2010-04-13"
"3818";"Darcy Franecki";"835-67-1683";1998-02-28;"2670-9602-2257-2133";0;NA
"3819";"Demarcus Zieme";"219-28-8323";2002-02-21;"1820-5180-7950-2332";0;NA
"3820";"Stacy Barrows";"864-80-2704";2001-08-12;"4515-8317-2929-7078";0;NA
"3821";"Melaine Willms";"402-97-6108";1991-07-05;"4464-9093-9925-4922";0;NA
"3822";"Trudi Kemmer";"149-23-9235";1994-10-08;"9284-5902-3710-6716";0;NA
"3823";"Wilburn Gaylord";"751-19-3591";2002-09-29;"9505-4293-9711-2780";0;NA
"3824";"Ok Fadel";"793-22-4530";1990-04-21;"2708-3812-5230-7528";0;NA
"3825";"Joline Christiansen";"689-59-2367";1992-01-11;"3848-8768-7038-7451";0;NA
"3826";"Bert Murphy";"329-30-9207";2000-08-27;"7971-4258-3309-9907";0;NA
"3827";"Mora Leuschke";"864-42-3836";2001-07-24;"5768-3645-8617-4752";0;NA
"3828";"Zana Thompson";"674-76-4131";1999-10-24;"1013-5570-9510-2830";0;NA
"3829";"Millicent Hoeger";"362-73-4548";2002-05-30;"3750-4196-8683-9351";0;NA
"3830";"Brigida Ward";"922-19-1622";2002-05-15;"7772-1560-9051-1636";0;NA
"3831";"Laurice Heathcote";"274-89-5407";1992-08-28;"3135-6021-2428-3666";0;NA
"3832";"Iona Funk";"237-25-6443";1995-02-07;"9507-4818-8776-6061";0;NA
"3833";"Eloy Rogahn";"684-80-3708";1992-04-22;"4947-5451-1930-8437";0;NA
"3834";"Sammie Gerhold";"620-22-1041";2003-06-08;"2189-6415-2473-2610";1;"2006-06-09"
"3835";"Latoria Wilkinson";"349-57-3354";2000-05-08;"5948-4461-9228-3207";0;NA
"3836";"Felice Howell";"832-77-9622";1997-01-03;"6877-1151-9627-1756";0;NA
"3837";"Shirley Buckridge";"146-18-8470";1991-12-08;"4161-8664-2049-1039";0;NA
"3838";"Cristine Gleason";"695-76-7655";1991-11-12;"5174-1063-3561-2715";0;NA
"3839";"Magdalen Crist";"945-92-5725";2001-11-15;"3137-4667-7340-4158";1;"2013-05-07"
"3840";"Mara Keebler";"845-19-7372";2000-04-30;"7897-1721-9051-5241";0;NA
"3841";"Cora Wisozk";"804-19-5496";2000-12-04;"6141-5274-3417-2525";1;"2010-12-05"
"3842";"Noble Swift";"255-53-5782";2002-01-02;"9008-2232-9856-9200";0;NA
"3843";"Annie Lakin";"111-90-9883";1990-01-04;"6792-3215-3616-4029";1;"2006-09-06"
"3844";"Nery Predovic";"480-78-6587";1999-10-30;"2081-1326-8347-9099";1;"2005-01-10"
"3845";"Cherry Sawayn";"137-90-2630";1992-01-28;"7995-7781-3977-8452";0;NA
"3846";"Cesar Gutmann";"673-56-2756";1997-09-07;"5786-5314-3980-3729";0;NA
"3847";"Fiona Altenwerth";"465-89-4506";1999-05-23;"3795-2240-2527-1179";1;"2009-07-20"
"3848";"Erin Dach";"103-51-9594";2002-11-06;"5146-8639-2974-8637";0;NA
"3849";"Woodrow Watsica";"998-49-3197";1998-10-28;"3883-8594-6751-4251";1;"2011-01-08"
"3850";"Neil Bogan";"691-93-8177";1994-03-16;"6923-5259-5214-9209";0;NA
"3851";"Donnette Goldner";"311-42-6259";1991-03-01;"8614-4741-9533-2045";0;NA
"3852";"Buford Hessel";"213-21-5627";1991-06-29;"8334-5035-8867-5365";0;NA
"3853";"Youlanda Padberg";"659-24-6560";1991-06-13;"5357-8225-3838-9817";0;NA
"3854";"Shaun Schroeder";"326-44-7281";1993-06-29;"4457-1208-2852-1203";0;NA
"3855";"Jonah Funk";"188-15-2547";1990-04-08;"7276-3267-1229-6924";1;"2018-07-13"
"3856";"Deangelo Senger";"253-72-3875";1997-10-30;"3396-6820-7338-1257";0;NA
"3857";"Dean McClure";"297-22-7611";2003-08-11;"1066-4528-2503-9852";0;NA
"3858";"Art Pacocha";"371-60-3141";2003-09-19;"2829-2972-7122-7635";0;NA
"3859";"Bianca Buckridge";"512-34-8319";2002-02-17;"4924-6145-1496-3359";0;NA
"3860";"Felicia Welch";"148-52-7065";1990-08-26;"4251-9593-7644-2991";0;NA
"3861";"Alfreda Heidenreich";"154-69-7060";1999-09-10;"7184-2281-1849-8599";0;NA
"3862";"Kimi Berge";"271-27-1593";1993-07-28;"7185-6089-1969-6532";0;NA
"3863";"Kyle VonRueden";"306-99-7568";2002-04-20;"7494-2237-8315-6905";0;NA
"3864";"Renaldo Spinka";"121-48-9747";1996-02-07;"9064-4750-5676-5507";1;"2016-12-04"
"3865";"Tamica O'Hara";"132-67-3935";2003-07-02;"9620-7504-2715-2432";1;"2015-02-15"
"3866";"Marilu Carter";"430-18-8492";2000-11-15;"8550-3537-2824-5358";0;NA
"3867";"Mindi Erdman";"471-55-6455";2000-08-25;"2223-8817-6926-9499";0;NA
"3868";"Benedict Crona";"641-50-5025";1993-12-31;"9427-9727-1784-9363";0;NA
"3869";"Barbra Powlowski";"469-56-1026";1995-02-18;"9077-3409-9275-2236";0;NA
"3870";"Audrey Grady";"412-24-4401";1998-09-26;"1076-8928-2114-1725";0;NA
"3871";"Genesis Langosh";"744-69-1145";2002-04-09;"6955-3629-4938-4819";1;"2012-05-17"
"3872";"Shalanda Kohler";"308-11-8837";2000-03-06;"5432-5832-4718-3877";0;NA
"3873";"Nolan Sawayn";"833-70-7865";1993-11-11;"7800-8165-1129-7340";0;NA
"3874";"Danille Beahan";"136-86-1157";2001-06-10;"3406-3509-2369-7472";0;NA
"3875";"Velia Bogisich";"151-47-8149";1995-03-04;"7642-3910-8602-6221";0;NA
"3876";"Jimmy Mosciski";"660-94-6092";1996-11-22;"2444-3683-7149-4496";0;NA
"3877";"Louis Blick";"552-63-8180";1995-11-29;"7929-4109-8390-8232";0;NA
"3878";"Jamar Zboncak";"346-48-7377";2003-08-13;"5223-3947-7235-9878";0;NA
"3879";"Frances Botsford";"179-98-5696";1994-12-18;"3787-4626-8541-8421";0;NA
"3880";"Candis Cartwright";"580-95-7660";1995-12-23;"6830-8956-3785-3951";0;NA
"3881";"Jonelle Hirthe";"288-67-4177";1994-02-24;"4581-6022-2782-9005";1;"2015-08-05"
"3882";"Berenice Rice";"591-50-2300";1998-12-04;"8031-3826-4739-6396";0;NA
"3883";"Clement Zulauf";"167-91-9427";1999-04-03;"7258-4091-9831-1321";0;NA
"3884";"Drew Goldner";"973-58-1055";1998-01-15;"8227-5500-7548-8759";0;NA
"3885";"Kortney Rippin";"694-30-5124";1996-07-02;"9385-7125-9815-3953";1;"2016-04-22"
"3886";"Marlon Ruecker";"397-61-2453";1991-02-17;"4667-7316-3415-1347";0;NA
"3887";"Lucius Crona";"389-51-8276";1994-04-06;"9643-1926-1849-9350";1;"2013-12-21"
"3888";"Will Hayes";"391-33-7713";2001-02-13;"3932-1322-7186-1892";0;NA
"3889";"Filiberto Cartwright";"950-96-7387";1990-02-12;"1053-1113-6975-3091";0;NA
"3890";"Fallon Daniel";"838-45-8388";2002-05-10;"9137-2833-3013-2927";0;NA
"3891";"Abram Krajcik";"430-41-7529";2003-11-28;"5111-5906-9808-4720";0;NA
"3892";"Guadalupe Ebert";"643-63-1571";2002-06-08;"4755-1212-1354-3231";0;NA
"3893";"Mervin Heller";"727-34-3069";1999-01-14;"8896-1689-3381-8343";0;NA
"3894";"Johnny Toy";"924-76-1651";1999-05-29;"4532-8530-6303-9402";1;"2020-09-29"
"3895";"Kathryn West";"930-76-6552";1994-08-01;"9971-7872-9727-1501";0;NA
"3896";"Kellye Marquardt";"743-39-2608";1994-01-20;"1572-9278-6258-4521";0;NA
"3897";"Dolores Gleichner";"833-59-4079";1997-11-24;"5011-6724-1646-6296";0;NA
"3898";"Dwayne Cormier";"347-46-5493";2000-09-07;"9851-5799-5739-2391";0;NA
"3899";"Ariel Zemlak";"452-68-3998";1992-09-01;"9698-6102-3769-6554";0;NA
"3900";"Jim Denesik";"912-30-7121";1991-01-29;"6335-1569-7028-8385";1;"2008-05-01"
"3901";"Marisha King";"655-60-7704";1990-03-26;"4119-3242-6798-1613";0;NA
"3902";"Hugh Ernser";"743-23-3679";1999-08-12;"7735-8406-1461-8502";0;NA
"3903";"Valrie Cronin";"434-45-3437";1997-07-02;"4591-9478-6028-6842";0;NA
"3904";"Jeanine Dare";"437-43-3791";1995-08-05;"5144-6844-9924-1959";1;"2004-08-23"
"3905";"Gwyneth Hauck";"617-20-3995";1998-07-26;"4597-6981-9856-9735";0;NA
"3906";"Roxann Osinski";"508-13-8919";2000-08-24;"5852-3814-4484-5215";0;NA
"3907";"Micah Dickinson";"668-40-7618";2001-04-14;"7165-2078-8775-9241";0;NA
"3908";"Roslyn Sauer";"486-65-1368";1990-02-18;"5220-9418-6162-2922";0;NA
"3909";"Shizuko Nitzsche";"382-70-9544";2000-08-15;"2489-2310-3772-8042";0;NA
"3910";"Noemi Berge";"309-34-7406";2000-04-08;"1676-9294-9808-3498";0;NA
"3911";"Muoi Bednar";"820-12-7074";2000-07-05;"9171-3987-6980-9943";0;NA
"3912";"Michael Bailey";"847-19-2235";1997-07-11;"1509-2763-5317-6828";0;NA
"3913";"Alejandro Lynch";"968-80-5550";1996-11-03;"4653-7296-9281-9854";0;NA
"3914";"Wan Ortiz";"961-31-4800";1995-08-17;"8011-3788-2112-9605";0;NA
"3915";"Johnathon Konopelski";"605-34-8433";2000-02-03;"4769-2277-4564-2532";1;"2011-01-28"
"3916";"Gaynell Wuckert";"609-78-3396";1995-05-21;"3742-2279-8924-5415";1;"2009-03-10"
"3917";"Marisela Kuphal";"159-94-5524";1994-04-18;"2302-8726-7660-9195";1;"2017-01-17"
"3918";"Darrell Konopelski";"814-73-8463";2000-06-19;"6864-7579-4455-7886";1;"2012-06-18"
"3919";"Garry Jast";"551-63-4119";1999-05-14;"4827-9104-9813-5147";0;NA
"3920";"Kristen Olson";"426-20-8017";1994-03-19;"3574-7246-9534-4927";0;NA
"3921";"Soila Kohler";"227-65-7205";1997-03-07;"4606-3299-1924-4883";1;"2015-04-30"
"3922";"Johnetta Schulist";"231-51-5319";2002-08-01;"9128-4926-2501-9031";0;NA
"3923";"Jacinta Koepp";"856-52-2120";1991-07-22;"4898-4263-8555-9354";0;NA
"3924";"Dean Lowe";"917-88-5579";1998-11-12;"8995-9452-4438-6541";0;NA
"3925";"Carmen Feil";"284-38-8842";2000-12-19;"6447-1235-3121-6452";0;NA
"3926";"Valeri O'Reilly";"756-74-3783";2003-11-01;"3022-4492-4694-7627";0;NA
"3927";"Ernestine Kris";"718-98-5487";1997-07-23;"8622-9815-9976-8014";0;NA
"3928";"Starr Witting";"506-77-7658";1998-11-23;"1776-9042-3504-8327";0;NA
"3929";"Clay Corkery";"757-16-7329";1991-10-01;"2384-7992-9900-6481";1;"2006-01-15"
"3930";"Thelma Halvorson";"182-26-2498";1997-08-30;"2301-7789-4117-2624";0;NA
"3931";"Jina Sanford";"303-64-5480";1999-05-12;"7920-7679-8663-4890";0;NA
"3932";"Arlen Rice";"140-13-8478";1996-07-03;"1834-8905-3383-9274";0;NA
"3933";"Therese Moen";"161-84-1646";1997-09-11;"2395-1533-6293-1936";0;NA
"3934";"Boyd Rau";"390-19-9883";1995-02-10;"3482-7512-4495-8975";1;"2012-04-20"
"3935";"Isidro Hirthe";"338-57-8009";1995-09-02;"2877-8763-4740-6775";0;NA
"3936";"Effie Hudson";"530-91-1709";1997-07-27;"5385-4774-3928-3507";1;"2014-01-09"
"3937";"Young Ullrich";"756-20-3203";2001-07-09;"5487-9083-9158-7204";1;"2010-12-06"
"3938";"Randall Kovacek";"520-70-8658";1992-11-09;"9539-6548-6709-3639";1;"2004-12-10"
"3939";"Lena Nienow";"327-90-5169";1995-07-28;"8558-3283-1937-9253";0;NA
"3940";"Morris Bahringer";"987-59-1417";1997-07-28;"4432-8354-1766-7821";0;NA
"3941";"Everette Schiller";"730-96-8522";2001-11-09;"7721-8344-1309-5059";0;NA
"3942";"Darren Quigley";"952-21-5753";2003-02-14;"5093-2103-2055-5016";1;"2010-11-02"
"3943";"Jayna Nicolas";"393-77-3015";1995-03-03;"7297-2560-1806-7185";0;NA
"3944";"Myron Deckow";"947-82-1344";1999-04-09;"5115-1357-7984-5049";0;NA
"3945";"Kendrick Ortiz";"847-64-4165";1994-01-25;"1387-7040-2739-3613";1;"2014-11-28"
"3946";"Trisha Cummings";"792-36-1386";1996-08-01;"1939-9215-1790-5605";1;"2010-01-26"
"3947";"Bradford Lebsack";"288-70-7541";1994-08-19;"9311-6855-2330-5710";0;NA
"3948";"Lyndon Ratke";"177-83-8458";1999-11-30;"3735-9546-8524-5561";0;NA
"3949";"Abel Waters";"129-42-2162";2000-06-03;"2413-6503-7794-1370";0;NA
"3950";"Kittie Sawayn";"453-39-6093";1991-03-30;"5289-7047-2540-7140";0;NA
"3951";"Debera Ondricka";"207-26-6584";2001-08-14;"7940-8253-1845-9826";0;NA
"3952";"Edythe Wolff";"984-57-3094";2000-10-26;"7714-4200-5354-4737";0;NA
"3953";"Verona Tromp";"680-93-6951";2002-04-04;"6583-1941-3183-3313";0;NA
"3954";"Russ Runte";"819-50-2196";2001-10-10;"2430-1548-6293-9737";0;NA
"3955";"Fausto Greenfelder";"323-82-3336";1996-01-09;"9613-6344-3973-6305";1;"2014-12-29"
"3956";"Hermila Johnston";"284-81-3609";1990-10-12;"7458-7765-8423-7353";0;NA
"3957";"Davina Nolan";"692-70-4578";1996-12-05;"7056-5310-3591-1523";1;"2011-03-23"
"3958";"Antoine Streich";"481-39-2492";2001-01-12;"4381-7945-6806-3651";0;NA
"3959";"Hipolito Marquardt";"589-62-7709";1996-05-04;"1709-8835-1290-2787";0;NA
"3960";"Rod Stark";"597-78-1003";1997-12-15;"8424-2546-1425-9728";0;NA
"3961";"Kathline Koelpin";"727-77-7103";2000-06-23;"6639-8491-1449-6265";0;NA
"3962";"Quintin Stoltenberg";"246-89-4569";1995-02-21;"4802-5883-5790-7486";0;NA
"3963";"Lenita O'Reilly";"462-26-2969";1999-05-03;"7396-8036-2186-4193";0;NA
"3964";"Frankie Leuschke";"484-24-8542";1995-03-24;"9531-4094-7891-2380";0;NA
"3965";"Angelita Ratke";"917-62-9812";1999-02-09;"8497-4582-8269-5217";0;NA
"3966";"Mariano Heller";"355-16-4219";1999-09-03;"5542-6395-9034-9236";1;"2016-08-27"
"3967";"Kaleigh Nicolas";"173-46-7075";1997-11-05;"8209-1183-4834-5925";0;NA
"3968";"Christin Fritsch";"334-73-7927";2002-05-20;"9030-9009-9121-2959";1;"2005-09-16"
"3969";"Tory Fahey";"435-85-7054";1990-12-09;"1605-7165-1453-4532";0;NA
"3970";"Eddy Langworth";"104-60-7075";1990-07-15;"9400-1389-1440-1872";0;NA
"3971";"Harold Zulauf";"926-87-6038";1994-06-07;"7982-7849-6160-4641";0;NA
"3972";"Jestine Reynolds";"844-57-6436";1993-02-02;"6244-7295-9292-4011";1;"2019-05-30"
"3973";"Morton Kirlin";"829-72-6026";1990-11-12;"1971-4762-2445-7948";0;NA
"3974";"Lance Fritsch";"748-21-8367";1990-12-01;"1453-9501-1342-5605";0;NA
"3975";"Grant Jacobi";"839-85-8191";1990-12-14;"8664-7579-9689-1859";0;NA
"3976";"Krissy Yundt";"528-83-6155";1991-03-23;"1299-9643-8819-8583";0;NA
"3977";"Marlana Hirthe";"759-33-1033";1999-01-16;"7824-3174-7524-8559";0;NA
"3978";"Audria Kohler";"687-12-2137";1996-08-03;"3859-2048-6748-9654";0;NA
"3979";"Kandis Little";"632-79-1048";1991-07-01;"1632-4757-1995-7036";0;NA
"3980";"Oswaldo Parker";"545-61-5008";1999-09-01;"1120-2248-1117-7676";0;NA
"3981";"Lucius Feil";"342-58-4153";1997-05-31;"2855-5144-6576-9510";0;NA
"3982";"Harry Huels";"407-38-1535";1990-11-22;"9011-7187-4250-5419";0;NA
"3983";"Elaine Harber";"593-97-7533";1990-04-27;"8014-2703-6856-4553";0;NA
"3984";"Kena Morissette";"143-57-7687";1990-03-04;"2453-9399-7782-8894";0;NA
"3985";"Gonzalo Mitchell";"881-77-9733";1992-01-13;"9370-5794-6582-8780";0;NA
"3986";"Teresia Graham";"286-48-6623";1990-07-24;"2309-1980-9194-6129";0;NA
"3987";"Gino Purdy";"604-49-8953";2002-07-22;"6094-6873-8826-1282";0;NA
"3988";"Rose Rohan";"851-15-4880";1991-01-14;"8249-8608-3408-2100";0;NA
"3989";"Angeles Armstrong";"462-73-5812";1992-04-20;"3485-4214-7072-7032";0;NA
"3990";"Tabetha Reynolds";"875-64-1910";1996-08-04;"2245-9658-4619-8276";1;"2019-06-25"
"3991";"Osvaldo Toy";"522-63-1805";2002-12-20;"9424-5350-5308-3915";0;NA
"3992";"Cris Kuhn";"183-65-3961";1999-07-11;"6933-3322-6515-8462";0;NA
"3993";"Neida Wiza";"506-81-3669";1993-05-02;"4864-6976-2339-8523";0;NA
"3994";"Melodi Predovic";"498-11-2537";1996-03-19;"2952-8769-4642-9024";0;NA
"3995";"Delinda Hayes";"677-60-3966";1990-12-19;"7894-2201-6441-2182";1;"2006-02-27"
"3996";"Andy Ortiz";"552-50-8206";1996-02-26;"5536-6118-1350-3920";0;NA
"3997";"Leann Leannon";"217-87-8437";1996-08-16;"6267-2209-6492-5053";0;NA
"3998";"Cristi Johnson";"908-41-3140";2002-12-07;"8283-2519-5755-5166";0;NA
"3999";"Walker Sipes";"240-64-2464";1999-03-02;"9757-7088-6414-5993";1;"2010-10-02"
"4000";"Leon Schoen";"729-21-5608";1991-11-02;"3848-3089-7999-4267";0;NA
"4001";"Antwan Gerhold";"355-19-3882";1997-01-07;"8470-2143-3948-9331";0;NA
"4002";"Yoshie Harber";"131-72-3791";1999-07-31;"9330-1173-7474-7607";0;NA
"4003";"Emilia Kub";"523-86-2926";2002-12-23;"2236-6411-1551-8418";0;NA
"4004";"Ettie Davis";"509-27-8926";2000-03-26;"8452-3959-9612-9015";0;NA
"4005";"Angelika Prohaska";"504-87-4717";1995-11-05;"1124-3467-3429-1002";0;NA
"4006";"Andre Sanford";"365-41-7057";1999-05-06;"6390-4820-1949-5907";1;"2018-05-25"
"4007";"Allyn Tromp";"310-30-4013";2002-04-16;"8493-8408-7639-4098";0;NA
"4008";"Pat Armstrong";"466-21-3547";2003-11-25;"3011-5054-8707-6324";0;NA
"4009";"Deon Moore";"930-31-8808";1994-02-12;"4195-4808-1661-1970";1;"2017-12-27"
"4010";"Dayna Romaguera";"495-65-4521";2000-01-24;"1774-6090-5736-7467";0;NA
"4011";"Stephen Willms";"852-73-5191";1994-05-28;"2507-6364-4631-1866";0;NA
"4012";"Chong Renner";"549-59-7967";1998-08-12;"8107-6200-7179-8813";0;NA
"4013";"Abdul Krajcik";"205-19-4407";1999-11-20;"1822-5625-1090-8107";0;NA
"4014";"Lani Ortiz";"139-36-7734";1995-05-23;"4643-6187-3606-6583";0;NA
"4015";"German O'Kon";"454-87-5096";1991-02-05;"5603-7901-7117-3274";1;"2004-11-23"
"4016";"Solomon Hand";"611-15-4014";1994-10-26;"5348-9801-8639-5267";1;"2008-03-09"
"4017";"Teressa Cartwright";"412-28-4016";1992-04-11;"5720-2553-9810-8343";0;NA
"4018";"Huey Nitzsche";"668-90-3365";1995-10-20;"5711-5644-6970-1845";0;NA
"4019";"Desmond O'Hara";"758-12-6997";1998-12-11;"1103-2610-3729-3291";0;NA
"4020";"Levi Kunde";"960-20-7761";1998-07-29;"1729-8261-5136-1528";0;NA
"4021";"Lewis Pfeffer";"194-63-7763";1996-09-12;"9855-5574-9322-2356";0;NA
"4022";"Maddie Heidenreich";"703-23-6162";1992-06-29;"6482-6226-8679-2652";0;NA
"4023";"Masako Fritsch";"301-89-9558";1997-04-02;"7912-3834-8896-8960";0;NA
"4024";"Elyse Davis";"471-50-8775";1995-01-20;"1970-6747-7066-9409";0;NA
"4025";"Marybelle Crona";"301-51-2349";1998-08-07;"7615-5754-5655-4836";0;NA
"4026";"Lonnie Thompson";"586-41-2419";2000-05-16;"4293-6398-1850-5307";0;NA
"4027";"Laticia Tremblay";"752-36-9025";2001-09-17;"9055-1439-2373-4317";1;"2012-12-12"
"4028";"Chantal Mann";"723-81-2480";1993-06-20;"4294-6774-6938-9405";0;NA
"4029";"Walker Maggio";"546-70-9480";2003-05-05;"3934-7780-7076-6897";0;NA
"4030";"Melynda Schamberger";"370-94-8754";1996-07-12;"9874-5668-5349-8949";0;NA
"4031";"Cecil Steuber";"612-36-4736";1999-11-01;"4884-8173-1151-6738";0;NA
"4032";"Odell Pollich";"280-10-8962";1995-04-12;"8318-7162-2086-9628";0;NA
"4033";"Sheri Murazik";"887-64-2992";1999-01-17;"8656-1965-7067-9370";0;NA
"4034";"Luciana Raynor";"468-23-4557";1990-06-20;"2927-2500-2157-1330";1;"2014-01-10"
"4035";"Zackary Erdman";"651-60-7788";1990-05-04;"5333-5218-9886-9780";0;NA
"4036";"Harold Little";"528-86-4607";2000-05-03;"1346-8741-4876-8335";0;NA
"4037";"Bradly Okuneva";"963-41-1927";1995-06-03;"4781-2993-9036-8859";0;NA
"4038";"Janetta Reinger";"503-63-5639";1996-01-25;"8024-6194-4748-7350";0;NA
"4039";"Dexter Herzog";"739-49-9742";1999-12-21;"6819-3443-5310-5480";0;NA
"4040";"Denny Spinka";"726-40-4875";1999-02-27;"3881-5362-6789-8464";0;NA
"4041";"Neville Heller";"464-77-2318";1992-03-01;"6678-4127-6380-1935";0;NA
"4042";"Lavette Kilback";"423-28-3315";1998-03-13;"3177-9634-6855-5837";0;NA
"4043";"Maxwell Lubowitz";"436-23-2019";2002-04-22;"4665-2242-3817-3205";0;NA
"4044";"Andrew Nicolas";"915-67-4260";1997-09-28;"6073-7392-1102-5133";1;"2017-03-07"
"4045";"Kermit Bins";"670-67-6768";1995-01-10;"3157-6553-1991-6768";1;"2013-08-07"
"4046";"Glennis Barton";"765-73-2047";1997-10-10;"9404-8719-2975-3455";0;NA
"4047";"Krysta Buckridge";"392-60-2868";1991-12-11;"4639-1088-9860-2145";0;NA
"4048";"Sun Goldner";"315-94-7641";2003-11-07;"8882-4704-6217-5466";0;NA
"4049";"Trent Lowe";"647-57-1234";2000-02-17;"2320-4479-8252-9001";0;NA
"4050";"Sixta Blick";"405-99-7790";2002-08-30;"2304-1829-7013-2620";0;NA
"4051";"Luigi Witting";"379-44-8493";1993-09-15;"1394-8239-6490-7439";0;NA
"4052";"Norris McDermott";"744-74-8196";2000-07-25;"2628-8462-7465-4450";0;NA
"4053";"Phylicia Upton";"306-20-8194";1990-05-31;"3826-9837-4780-4978";0;NA
"4054";"Bruce Rice";"709-94-9648";1999-03-09;"5485-8481-1447-1931";0;NA
"4055";"Lurline Runolfsdottir";"438-19-4285";1997-05-24;"4745-5651-8618-1729";0;NA
"4056";"Dorie Hessel";"817-20-1301";2003-09-18;"4224-7060-5656-6391";0;NA
"4057";"Shawn Moore";"783-42-4610";1994-11-08;"9257-7888-5099-6095";0;NA
"4058";"Terrell Ratke";"371-19-6527";1991-05-08;"1239-2901-9209-6349";0;NA
"4059";"August Jacobi";"217-82-8924";1997-07-21;"9579-6696-6942-5749";0;NA
"4060";"Steven Bailey";"832-19-6428";1992-01-19;"8137-1678-9105-7052";0;NA
"4061";"Kip Fay";"787-92-7711";1991-01-31;"7353-3328-8327-9507";1;"2013-08-17"
"4062";"Phil Medhurst";"342-33-8754";1995-05-16;"3644-1890-2622-8830";0;NA
"4063";"Humberto Kerluke";"773-19-1829";2003-05-11;"5915-3109-2884-8106";0;NA
"4064";"Kirstin Kling";"121-21-4486";2002-03-21;"1132-9954-6547-7916";0;NA
"4065";"Dion Sanford";"509-16-8013";1998-09-20;"4031-9159-3810-1411";1;"2005-10-17"
"4066";"Theola Carroll";"794-68-2600";1990-01-05;"5894-7238-5548-6003";0;NA
"4067";"Leola Kessler";"437-85-6064";1991-12-27;"8392-1812-8442-9273";0;NA
"4068";"Lekisha Koss";"229-86-6918";1996-11-24;"9566-7922-2416-8875";0;NA
"4069";"Antwan Considine";"354-50-8940";1997-10-17;"5489-3240-3464-8235";0;NA
"4070";"Colby Gerlach";"689-86-5093";2001-12-27;"8564-4267-2384-7563";0;NA
"4071";"Tandra Senger";"137-46-2891";1991-01-03;"2527-3429-2966-5339";0;NA
"4072";"Kenny Jones";"823-37-7334";1991-09-18;"5673-5749-3283-6786";0;NA
"4073";"Aletha Moore";"635-93-1301";1996-12-02;"7920-5321-8665-9163";0;NA
"4074";"Valentina Schamberger";"953-38-6526";2002-11-05;"3183-5878-4391-5404";1;"2010-05-21"
"4075";"Tiera Mitchell";"551-13-1464";1999-05-21;"2616-9162-8194-2442";0;NA
"4076";"Sheena Schaden";"348-68-7973";1991-08-29;"3368-2292-1603-5407";0;NA
"4077";"Bill Treutel";"649-67-9314";2001-10-28;"7689-4411-2438-8877";0;NA
"4078";"Anibal King";"991-21-4427";2001-06-28;"1640-6467-8607-2565";0;NA
